É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/06/09 11:35:40

,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ,â´ìÍ
2024/11/19 14:00:00,24.5,8,1,0.0,0,8,1,,,0,1,,,0,1,0.80,8,1,,0,1,4.6,8,ñkñkìå,8,1,4,8,1,67,8,1
2024/11/19 15:00:00,24.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0.68,8,1,,0,1,4.8,8,ñkñkìå,8,1,10,8,1,69,8,1
2024/11/19 16:00:00,24.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0.41,8,1,,0,1,5.7,8,ñkñkìå,8,1,4,8,1,70,8,1
2024/11/19 17:00:00,23.8,8,1,0,1,8,1,,,0,1,,,0,1,0.17,8,1,,0,1,4.9,8,ñkìå,8,1,4,8,1,70,8,1
2024/11/19 18:00:00,23.6,8,1,0,1,8,1,,,0,1,,,0,1,0.02,8,1,,0,1,5.1,8,ñkñkìå,8,1,4,8,1,72,8,1
2024/11/19 19:00:00,23.6,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.2,8,ñkñkìå,8,1,4,8,1,72,8,1
2024/11/19 20:00:00,23.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ñkñkìå,8,1,4,8,1,71,8,1
2024/11/19 21:00:00,23.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.3,8,ìåñkìå,8,1,4,8,1,71,8,1
2024/11/19 22:00:00,23.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.3,8,ñkñkìå,8,1,4,8,1,72,8,1
2024/11/19 23:00:00,23.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkñkìå,8,1,4,8,1,72,8,1
2024/11/20 00:00:00,23.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.7,8,ñkìå,8,1,4,8,1,74,8,1
2024/11/20 1:00:00,23.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ñkñkìå,8,1,4,8,1,73,8,1
2024/11/20 2:00:00,23.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkñkìå,8,1,4,8,1,70,8,1
2024/11/20 3:00:00,23.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkñkìå,8,1,4,8,1,71,8,1
2024/11/20 4:00:00,23.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.4,8,ñkñkìå,8,1,4,8,1,72,8,1
2024/11/20 5:00:00,23.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.5,8,ñkñkìå,8,1,4,8,1,72,8,1
2024/11/20 6:00:00,23.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ñkñkìå,8,1,4,8,1,70,8,1
2024/11/20 7:00:00,23.1,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.0,8,ñkìå,8,1,4,8,1,73,8,1
2024/11/20 8:00:00,23.4,8,1,0,1,8,1,,,0,1,,,0,1,0.31,8,1,,0,1,3.3,8,ñkñkìå,8,1,2,8,1,75,8,1
2024/11/20 9:00:00,24.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.81,8,1,,0,1,4.0,8,ñkñkìå,8,1,4,8,1,73,8,1
2024/11/20 10:00:00,24.8,8,1,0,1,8,1,,,0,1,,,0,1,1.48,8,1,,0,1,3.7,8,ñkìå,8,1,4,8,1,70,8,1
2024/11/20 11:00:00,24.9,8,1,0,1,8,1,,,0,1,,,0,1,1.11,8,1,,0,1,5.0,8,ñkìå,8,1,4,8,1,67,8,1
2024/11/20 12:00:00,25.2,8,1,0,1,8,1,,,0,1,,,0,1,1.06,8,1,,0,1,4.4,8,ñkñkìå,8,1,4,8,1,65,8,1
2024/11/20 13:00:00,24.6,8,1,0.0,0,8,1,,,0,1,,,0,1,1.10,8,1,,0,1,5.7,8,ñkñkìå,8,1,10,8,1,69,8,1
2024/11/20 14:00:00,25.0,8,1,0.0,0,8,1,,,0,1,,,0,1,1.55,8,1,,0,1,5.2,8,ñkñkìå,8,1,4,8,1,68,8,1
2024/11/20 15:00:00,24.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.93,8,1,,0,1,5.8,8,ñkñkìå,8,1,4,8,1,69,8,1
2024/11/20 16:00:00,24.5,8,1,0.0,0,8,1,,,0,1,,,0,1,0.61,8,1,,0,1,4.7,8,ñkìå,8,1,10,8,1,68,8,1
2024/11/20 17:00:00,24.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0.29,8,1,,0,1,5.3,8,ñkñkìå,8,1,4,8,1,69,8,1
2024/11/20 18:00:00,23.7,8,1,0,1,8,1,,,0,1,,,0,1,0.04,8,1,,0,1,6.2,8,ñkñkìå,8,1,4,8,1,71,8,1
2024/11/20 19:00:00,23.4,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.9,8,ñkñkìå,8,1,4,8,1,71,8,1
2024/11/20 20:00:00,23.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.7,8,ñkñkìå,8,1,4,8,1,70,8,1
2024/11/20 21:00:00,23.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,5.4,8,ñkìå,8,1,4,8,1,71,8,1
2024/11/20 22:00:00,23.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ñkñkìå,8,1,4,8,1,71,8,1
2024/11/20 23:00:00,22.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.9,8,ñkìå,8,1,4,8,1,71,8,1
2024/11/21 00:00:00,22.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.3,8,ñkñkìå,8,1,4,8,1,69,8,1
2024/11/21 1:00:00,22.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.0,8,ñkìå,8,1,4,8,1,68,8,1
2024/11/21 2:00:00,22.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.5,8,ñkìå,8,1,4,8,1,68,8,1
2024/11/21 3:00:00,22.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.9,8,ñkñkìå,8,1,4,8,1,69,8,1
2024/11/21 4:00:00,22.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.5,8,ñkñkìå,8,1,4,8,1,69,8,1
2024/11/21 5:00:00,22.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.0,8,ñkñkìå,8,1,4,8,1,68,8,1
2024/11/21 6:00:00,22.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.7,8,ñkñkìå,8,1,4,8,1,67,8,1
2024/11/21 7:00:00,22.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.5,8,ñkñkìå,8,1,4,8,1,72,8,1
2024/11/21 8:00:00,22.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0.11,8,1,,0,1,3.9,8,ñkìå,8,1,10,8,1,76,8,1
2024/11/21 9:00:00,23.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0.53,8,1,,0,1,4.0,8,ñkñkìå,8,1,4,8,1,69,8,1
2024/11/21 10:00:00,23.9,8,1,0,1,8,1,,,0,1,,,0,1,0.99,8,1,,0,1,4.3,8,ñkìå,8,1,4,8,1,69,8,1
2024/11/21 11:00:00,24.5,8,1,0,1,8,1,,,0,1,,,0,1,1.45,8,1,,0,1,4.8,8,ñkìå,8,1,4,8,1,65,8,1
2024/11/21 12:00:00,24.6,8,1,0,1,8,1,,,0,1,,,0,1,0.90,8,1,,0,1,4.6,8,ñkñkìå,8,1,4,8,1,67,8,1
2024/11/21 13:00:00,24.0,8,1,0,1,8,1,,,0,1,,,0,1,0.81,8,1,,0,1,6.4,8,ñk,8,1,4,8,1,72,8,1
2024/11/21 14:00:00,22.6,8,1,0.0,0,8,1,,,0,1,,,0,1,0.69,8,1,,0,1,7.3,8,ñkñkìå,8,1,10,8,1,82,8,1
2024/11/21 15:00:00,21.7,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,0.46,8,1,,0,1,7.9,8,ñkñkìå,8,1,10,8,1,82,8,1
2024/11/21 16:00:00,22.1,8,1,0.5,0,8,1,,,0,1,,,0,1,0.23,8,1,,0,1,6.1,8,ñkñkìå,8,1,4,8,1,80,8,1
2024/11/21 17:00:00,22.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0.11,8,1,,0,1,6.5,8,ñkñkìå,8,1,10,8,1,76,8,1
2024/11/21 18:00:00,22.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0.01,8,1,,0,1,8.4,8,ñkñkìå,8,1,10,8,1,73,8,1
2024/11/21 19:00:00,21.6,8,1,0.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,8.6,8,ñkñkìå,8,1,10,8,1,82,8,1
2024/11/21 20:00:00,21.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.0,8,ñkñkìå,8,1,10,8,1,85,8,1
2024/11/21 21:00:00,21.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,6.1,8,ñkñkìå,8,1,4,8,1,85,8,1
2024/11/21 22:00:00,21.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.8,8,ñkñkìå,8,1,10,8,1,82,8,1
2024/11/21 23:00:00,21.3,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.1,8,ñkñkìå,8,1,10,8,1,81,8,1
2024/11/22 00:00:00,21.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.9,8,ñk,8,1,4,8,1,76,8,1
2024/11/22 1:00:00,19.7,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,8.0,8,ñkñkìå,8,1,10,8,1,88,8,1
2024/11/22 2:00:00,19.7,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.7,8,ñkñkìå,8,1,10,8,1,86,8,1
2024/11/22 3:00:00,19.2,8,1,2.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.4,8,ñkñkìå,8,1,10,8,1,91,8,1
2024/11/22 4:00:00,19.4,8,1,1.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.5,8,ñkñkìå,8,1,10,8,1,89,8,1
2024/11/22 5:00:00,19.5,8,1,0.5,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.4,8,ñkñkìå,8,1,10,8,1,92,8,1
2024/11/22 6:00:00,19.3,8,1,1.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ñkñkìå,8,1,10,8,1,92,8,1
2024/11/22 7:00:00,19.4,8,1,0.5,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.1,8,ñkìå,8,1,10,8,1,93,8,1
2024/11/22 8:00:00,20.0,8,1,0.0,0,8,1,,,0,1,,,0,1,0.09,8,1,,0,1,3.0,8,ñkìå,8,1,10,8,1,92,8,1
2024/11/22 9:00:00,20.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0.28,8,1,,0,1,2.9,8,ñkìå,8,1,10,8,1,91,8,1
2024/11/22 10:00:00,21.4,8,1,0.0,0,8,1,,,0,1,,,0,1,0.72,8,1,,0,1,4.1,8,ñkìå,8,1,10,8,1,88,8,1
2024/11/22 11:00:00,22.4,8,1,0.0,0,8,1,,,0,1,,,0,1,1.18,8,1,,0,1,6.3,8,ñkñkìå,8,1,4,8,1,80,8,1
2024/11/22 12:00:00,22.5,8,1,0.0,0,8,1,,,0,1,,,0,1,1.31,8,1,,0,1,8.9,8,ñkñkìå,8,1,4,8,1,81,8,1
2024/11/22 13:00:00,22.3,8,1,0.0,0,8,1,,,0,1,,,0,1,1.14,8,1,,0,1,6.2,8,ñkñkìå,8,1,4,8,1,79,8,1
2024/11/22 14:00:00,22.8,8,1,0,1,8,1,,,0,1,,,0,1,1.45,8,1,,0,1,4.6,8,ñkñkìå,8,1,4,8,1,76,8,1
2024/11/22 15:00:00,22.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.54,8,1,,0,1,5.9,8,ñkñkìå,8,1,4,8,1,72,8,1
2024/11/22 16:00:00,22.7,8,1,0,1,8,1,,,0,1,,,0,1,0.37,8,1,,0,1,5.3,8,ñkñkìå,8,1,4,8,1,71,8,1
2024/11/22 17:00:00,22.5,8,1,0,1,8,1,,,0,1,,,0,1,0.28,8,1,,0,1,6.6,8,ñkñkìå,8,1,2,8,1,70,8,1
2024/11/22 18:00:00,22.1,8,1,0,1,8,1,,,0,1,,,0,1,0.04,8,1,,0,1,5.4,8,ñkñkìå,8,1,2,8,1,68,8,1
2024/11/22 19:00:00,22.0,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,6.0,8,ñkñkìå,8,1,2,8,1,66,8,1
2024/11/22 20:00:00,21.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.3,8,ñkñkìå,8,1,2,8,1,65,8,1
2024/11/22 21:00:00,21.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.5,8,ñkñkìå,8,1,2,8,1,67,8,1
2024/11/22 22:00:00,21.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ñkñkìå,8,1,2,8,1,67,8,1
2024/11/22 23:00:00,21.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.6,8,ñkñkìå,8,1,2,8,1,68,8,1
2024/11/23 00:00:00,21.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.3,8,ñkñkìå,8,1,2,8,1,66,8,1
2024/11/23 1:00:00,20.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.3,8,ñkñkìå,8,1,2,8,1,65,8,1
2024/11/23 2:00:00,20.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.0,8,ñkñkìå,8,1,2,8,1,65,8,1
2024/11/23 3:00:00,20.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.7,8,ñkñkìå,8,1,2,8,1,63,8,1
2024/11/23 4:00:00,20.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,5.0,8,ñkñkìå,8,1,2,8,1,62,8,1
2024/11/23 5:00:00,20.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.0,8,ñkìå,8,1,2,8,1,63,8,1
2024/11/23 6:00:00,19.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.8,8,ñkñkìå,8,1,2,8,1,60,8,1
2024/11/23 7:00:00,19.5,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.6,8,ñkñkìå,8,1,2,8,1,64,8,1
2024/11/23 8:00:00,20.5,8,1,0,1,8,1,,,0,1,,,0,1,0.28,8,1,,0,1,4.6,8,ñkìå,8,1,2,8,1,56,8,1
2024/11/23 9:00:00,21.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.94,8,1,,0,1,3.9,8,ñkìå,8,1,2,8,1,53,8,1
2024/11/23 10:00:00,23.0,8,1,0,1,8,1,,,0,1,,,0,1,1.62,8,1,,0,1,4.1,8,ñkìå,8,1,2,8,1,50,8,1
2024/11/23 11:00:00,23.6,8,1,0,1,8,1,,,0,1,,,0,1,2.15,8,1,,0,1,7.2,8,ñkñkìå,8,1,2,8,1,52,8,1
2024/11/23 12:00:00,23.9,8,1,0,1,8,1,,,0,1,,,0,1,2.15,8,1,,0,1,6.9,8,ñkñkìå,8,1,4,8,1,56,8,1
2024/11/23 13:00:00,23.9,8,1,0,1,8,1,,,0,1,,,0,1,2.20,8,1,,0,1,6.7,8,ñkñkìå,8,1,2,8,1,54,8,1
2024/11/23 14:00:00,23.6,8,1,0,1,8,1,,,0,1,,,0,1,2.24,8,1,,0,1,6.8,8,ñk,8,1,2,8,1,52,8,1
2024/11/23 15:00:00,23.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.81,8,1,,0,1,7.4,8,ñk,8,1,2,8,1,53,8,1
2024/11/23 16:00:00,22.6,8,1,0,1,8,1,,,0,1,,,0,1,0.71,8,1,,0,1,7.1,8,ñkñkìå,8,1,2,8,1,57,8,1
2024/11/23 17:00:00,22.1,8,1,0,1,8,1,,,0,1,,,0,1,0.32,8,1,,0,1,7.3,8,ñkñkìå,8,1,2,8,1,58,8,1
2024/11/23 18:00:00,21.7,8,1,0,1,8,1,,,0,1,,,0,1,0.03,8,1,,0,1,5.1,8,ñkñkìå,8,1,4,8,1,58,8,1
2024/11/23 19:00:00,21.5,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,5.0,8,ñkñkìå,8,1,4,8,1,57,8,1
2024/11/23 20:00:00,21.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.5,8,ñkñkìå,8,1,2,8,1,55,8,1
2024/11/23 21:00:00,21.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.2,8,ñkìå,8,1,4,8,1,54,8,1
2024/11/23 22:00:00,20.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.7,8,ñkìå,8,1,4,8,1,56,8,1
2024/11/23 23:00:00,20.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.4,8,ñkìå,8,1,4,8,1,58,8,1
2024/11/24 00:00:00,20.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.0,8,ñkìå,8,1,4,8,1,59,8,1
2024/11/24 1:00:00,20.7,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.2,8,ñkñkìå,8,1,4,8,1,59,8,1
2024/11/24 2:00:00,20.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.7,8,ñkñkìå,8,1,4,8,1,59,8,1
2024/11/24 3:00:00,20.4,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.3,8,ñkìå,8,1,4,8,1,58,8,1
2024/11/24 4:00:00,19.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.6,8,ñkìå,8,1,4,8,1,61,8,1
2024/11/24 5:00:00,20.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.0,8,ñkìå,8,1,4,8,1,61,8,1
2024/11/24 6:00:00,20.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.5,8,ñkñkìå,8,1,4,8,1,61,8,1
2024/11/24 7:00:00,20.3,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.9,8,ñkñkìå,8,1,4,8,1,61,8,1
2024/11/24 8:00:00,20.6,8,1,0,1,8,1,,,0,1,,,0,1,0.13,8,1,,0,1,3.5,8,ñkìå,8,1,4,8,1,61,8,1
2024/11/24 9:00:00,21.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.61,8,1,,0,1,4.8,8,ñkñkìå,8,1,4,8,1,58,8,1
2024/11/24 10:00:00,22.5,8,1,0,1,8,1,,,0,1,,,0,1,1.33,8,1,,0,1,4.6,8,ñkìå,8,1,4,8,1,52,8,1
2024/11/24 11:00:00,22.8,8,1,0,1,8,1,,,0,1,,,0,1,1.40,8,1,,0,1,5.1,8,ñkìå,8,1,4,8,1,51,8,1
2024/11/24 12:00:00,23.6,8,1,0,1,8,1,,,0,1,,,0,1,1.39,8,1,,0,1,5.2,8,ìåñkìå,8,1,4,8,1,53,8,1
2024/11/24 13:00:00,24.1,8,1,0,1,8,1,,,0,1,,,0,1,2.14,8,1,,0,1,5.4,8,ìåñkìå,8,1,4,8,1,48,8,1
2024/11/24 14:00:00,24.6,8,1,0,1,8,1,,,0,1,,,0,1,2.21,8,1,,0,1,5.4,8,ñkìå,8,1,2,8,1,45,8,1
2024/11/24 15:00:00,24.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,1.91,8,1,,0,1,5.0,8,ìåñkìå,8,1,2,8,1,47,8,1
2024/11/24 16:00:00,23.9,8,1,0,1,8,1,,,0,1,,,0,1,1.33,8,1,,0,1,5.2,8,ñkìå,8,1,2,8,1,49,8,1
2024/11/24 17:00:00,23.3,8,1,0.0,0,8,1,,,0,1,,,0,1,0.63,8,1,,0,1,4.5,8,ìåñkìå,8,1,10,8,1,55,8,1
2024/11/24 18:00:00,22.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0.08,8,1,,0,1,4.7,8,ñkìå,8,1,2,8,1,57,8,1
2024/11/24 19:00:00,22.3,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,3.9,8,ñkìå,8,1,2,8,1,58,8,1
2024/11/24 20:00:00,22.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.0,8,ñkìå,8,1,2,8,1,60,8,1
2024/11/24 21:00:00,21.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,4.4,8,ñkìå,8,1,2,8,1,60,8,1
2024/11/24 22:00:00,21.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.6,8,ñkìå,8,1,2,8,1,60,8,1
2024/11/24 23:00:00,21.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.6,8,ñkñkìå,8,1,2,8,1,59,8,1
2024/11/25 00:00:00,20.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.6,8,ñkìå,8,1,2,8,1,62,8,1
2024/11/25 1:00:00,20.3,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.4,8,ñkìå,8,1,2,8,1,67,8,1
2024/11/25 2:00:00,20.6,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.8,8,ñkìå,8,1,2,8,1,65,8,1
2024/11/25 3:00:00,20.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.6,8,ñkìå,8,1,2,8,1,75,8,1
2024/11/25 4:00:00,20.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.8,8,ñkñkìå,8,1,2,8,1,76,8,1
2024/11/25 5:00:00,18.8,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.0,8,ñkñkìå,8,1,2,8,1,82,8,1
2024/11/25 6:00:00,18.9,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,2.5,8,ñkñkìå,8,1,2,8,1,81,8,1
2024/11/25 7:00:00,19.1,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,2.6,8,ìåñkìå,8,1,2,8,1,78,8,1
2024/11/25 8:00:00,19.8,8,1,0,1,8,1,,,0,1,,,0,1,0.25,8,1,,0,1,2.3,8,ìåñkìå,8,1,2,8,1,78,8,1
2024/11/25 9:00:00,23.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0.77,8,1,,0,1,4.5,8,ìå,8,1,2,8,1,70,8,1
2024/11/25 10:00:00,24.5,8,1,0,1,8,1,,,0,1,,,0,1,1.58,8,1,,0,1,6.2,8,ìå,8,1,2,8,1,66,8,1
2024/11/25 11:00:00,25.1,8,1,0,1,8,1,,,0,1,,,0,1,1.86,8,1,,0,1,7.4,8,ìåìÏìå,8,1,2,8,1,66,8,1
2024/11/25 12:00:00,25.1,8,1,0.0,0,8,1,,,0,1,,,0,1,1.56,8,1,,0,1,8.6,8,ìå,8,1,2,8,1,71,8,1
2024/11/25 13:00:00,24.6,8,1,0,1,8,1,,,0,1,,,0,1,1.51,8,1,,0,1,7.2,8,ìå,8,1,2,8,1,70,8,1
2024/11/25 14:00:00,22.9,8,1,1.5,0,8,1,,,0,1,,,0,1,1.25,8,1,,0,1,4.0,8,ìÏìå,8,1,10,8,1,89,8,1
2024/11/25 15:00:00,24.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.27,8,1,,0,1,6.6,8,ìåìÏìå,8,1,2,8,1,75,8,1
2024/11/25 16:00:00,24.5,8,1,0,1,8,1,,,0,1,,,0,1,1.04,8,1,,0,1,6.7,8,ìåìÏìå,8,1,2,8,1,67,8,1
2024/11/25 17:00:00,24.1,8,1,0.0,0,8,1,,,0,1,,,0,1,0.56,8,1,,0,1,7.1,8,ìåìÏìå,8,1,10,8,1,67,8,1
2024/11/25 18:00:00,23.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0.04,8,1,,0,1,6.7,8,ìåìÏìå,8,1,4,8,1,69,8,1
2024/11/25 19:00:00,23.7,8,1,0.0,0,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,6.4,8,ìåìÏìå,8,1,10,8,1,68,8,1
2024/11/25 20:00:00,23.2,8,1,0.0,0,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.2,8,ìåìÏìå,8,1,2,8,1,71,8,1
2024/11/25 21:00:00,23.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,8,1,,0,1,5.9,8,ìåìÏìå,8,1,4,8,1,70,8,1
2024/11/25 22:00:00,23.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,6.1,8,ìåìÏìå,8,1,4,8,1,70,8,1
2024/11/25 23:00:00,23.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.5,8,ìåìÏìå,8,1,4,8,1,69,8,1
2024/11/26 00:00:00,23.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.2,8,ìÏìå,8,1,2,8,1,70,8,1
2024/11/26 1:00:00,23.1,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.9,8,ìÏìå,8,1,2,8,1,69,8,1
2024/11/26 2:00:00,23.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.2,8,ìÏìå,8,1,2,8,1,70,8,1
2024/11/26 3:00:00,23.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.2,8,ìÏìå,8,1,2,8,1,73,8,1
2024/11/26 4:00:00,23.0,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,3.5,8,ìÏìå,8,1,2,8,1,75,8,1
2024/11/26 5:00:00,23.5,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.7,8,ìÏìå,8,1,2,8,1,73,8,1
2024/11/26 6:00:00,23.2,8,1,0,1,8,1,,,0,1,,,0,1,0,8,1,,0,1,4.1,8,ìÏìÏìå,8,1,4,8,1,71,8,1
2024/11/26 7:00:00,23.5,8,1,0,1,8,1,,,0,1,,,0,1,0.00,8,1,,0,1,4.5,8,ìÏìÏìå,8,1,4,8,1,73,8,1
2024/11/26 8:00:00,24.0,8,1,0,1,8,1,,,0,1,,,0,1,0.15,8,1,,0,1,4.6,8,ìÏìÏìå,8,1,4,8,1,73,8,1
2024/11/26 9:00:00,25.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,0.77,8,1,,0,1,4.4,8,ìÏ,8,1,2,8,1,69,8,1
